"Timestamp","Jsem pracovník","Jsem z fakulty / odjinud","Jsem","O dění na UP jsem vnitřními informačními kanály informován(a)","Dění na UP ohledně vzniku Vysokoškolského ústavu (dále VŠÚ)","Informace získávám","Současné dění okolo VŠÚ na UP považuji za záležitost","Se způsobem, jakým se na UP řeší vznik VŠÚ, jsem","Na dění na UP ohledně vzniku VŠÚ","Na dění na UP ohledně etických kauz","K dění na UP ohledně vzniku VŠÚ","K dění na UP v etických kauzách","Svůj názor na dění na UP ohledně vzniku VŠÚ","Svůj názor na dění na UP ohledně etických kauz","Domníváte se, že některé etické kauzy je potřeba vyřešit před vznikem VŠÚ?","Současné etické kauzy na UP I","Současné etické kauzy na UP II","Dění okolo Etické komise UP","Etické podněty ohledně možného falšování dat považuji za","Etické podněty k chování, komunikaci, práci či rozhodování některých zaměstnanců či vedoucích pracovníků považuji za","Roli univerzitního ombudsmana/ky","Postoje a postup vedení UP v řešení vzniku VŠÚ považuji za","Postoje a postup vedení UP v řešení etických kauz považuji za","Způsob řešení problémů na UP ze strany vedení UP považuji za ","Univerzitu Palackého považuji z hlediska mé vědecké, pedagogické či jiné práce","Ad případný vznik VŠÚ na UP","Mám možnost se svobodně rozhodnout, zda ve VŠÚ chci pracovat nebo ne","Pokud bych měl možnost se rozhodnout, pak bych do VŠÚ ","O anketě jsem se dozvěděl(a) ","Anketu jsem uvítal(a)","Rád budu seznámen(a) s výsledky (budou zveřejněny na UP reflexi)","Comment"
"2020/02/24 8:19:29 AM GMT+1","mladší výzkumný pracovník/pracovnice (do 5 let od PhD)","PřF","muž","dostatečně","pravidelně sleduji","z www stránek UP;z Newsletteru UP;z www stránek mé fakulty;z vnitřní platformy UP reflexe;ze sociálních sítí;ze zpravodajských serverů;ze serveru Věda a výzkum","nedovedu posoudit","spíše spokojen(a)","názor si neustále tvořím","mám utvořen vlastní názor","nevyjadřuji veřejně svůj názor","nevyjadřuji veřejně svůj názor","bych se neobával(a) vyjádřit veřejně a podepsat se","bych se neobával(a) vyjádřit veřejně a podepsat se","spíše ne","pokládám za nevelký problém","pokládám za dobře řešené","považuji za ne vždy korektní","účelové","účelové","bych spíše uvítal(a)","korektní","korektní","rozhodně transparentní","za místo s jistými problémy, které však nepřekračují hranici obvyklých problémů na instituci podobného typu","rozhodně jsem pro vznik VŠÚ","rozhodně ano","nejsem rozhodnut(a)","z UP reflexe","je mi to jedno","je mi to jedno",""
"2020/02/24 8:24:09 AM GMT+1","starší výzkumný pracovník/pracovnice (6 a více let od PhD)","PřF","muž","spíše dostatečně","pravidelně sleduji","z www stránek UP;z Newsletteru UP;z vnitřní platformy UP reflexe;z dŽurnálu","celé univerzity","spíše spokojen(a)","mám utvořen vlastní názor","mám utvořen vlastní názor","nevyjadřuji veřejně svůj názor","nevyjadřuji veřejně svůj názor","bych se neobával(a) vyjádřit veřejně a podepsat se","bych se neobával(a) vyjádřit veřejně a podepsat se","spíše ano","pokládám za nevelký problém","pokládám za nepříliš dobře řešené","považuji za ne vždy korektní","z části účelové","z části účelové","nemám vyhraněný názor","korektní","korektní","spíše transparentní","za místo s jistými problémy, které však nepřekračují hranici obvyklých problémů na instituci podobného typu","spíše jsem pro vznik VŠÚ","nevím / netýká se mne","nevím, netýká se mne","z dŽurnálu","je mi to jedno","ano",""
"2020/02/24 8:24:11 AM GMT+1","PhD student(ka)","PřF;osoba mimo UP, t.č. v ČR","žena","spíše dostatečně","zběžně sleduji","z Newsletteru UP;z dŽurnálu;ze sociálních sítí","celé univerzity","nespokojen(a)","názor si neustále tvořím","mám utvořen vlastní názor","občas vyjadřuji veřejně svůj názor","občas vyjadřuji veřejně svůj názor","bych váhal(a) vyjádřit veřejně a podepsat se","bych se neobával(a) vyjádřit veřejně a podepsat se","spíše ano","pokládám za velký problém","pokládám za nepříliš dobře řešené","považuji za ne vždy korektní","nepovažuji za účelové","z části účelové","bych spíše uvítal(a)","zaujaté","zaujaté","rozhodně netransparentní","za místo s jistými problémy, které však nepřekračují hranici obvyklých problémů na instituci podobného typu","spíše nejsem pro vznik VŠÚ","spíše ne","možná vstoupil(a), ale ne za současných podmínek","od kolegy/ně","ano","ano",""
"2020/02/24 8:26:40 AM GMT+1","PhD student(ka)","LF","žena","dostatečně","pravidelně sleduji","z www stránek UP","jen několika fakult","spokojen(a)","mám utvořen vlastní názor","mám utvořen vlastní názor","často vyjadřuji veřejně svůj názor","často vyjadřuji veřejně svůj názor","bych se neobával(a) vyjádřit veřejně a podepsat se","bych se neobával(a) vyjádřit veřejně a podepsat se","určitě ne","nepokládám za problém za hranicí obvyklých problémů na instituci podobného typu","pokládám za dobře řešené","považuji za korektní","účelové","nepovažuji za účelové","je zcela zbytečná","korektní","korektní","rozhodně transparentní","za místo bez problémů","rozhodně jsem pro vznik VŠÚ","rozhodně ano","rozhodně chtěl(a) vstoupit","z UP reflexe","ne","ne","Vznik VŠÚ je jedinou šancí pro UP na lepší kvalitu výzkumu a integraci výzkumných témat. Všichni to chápou, pouze pár jedinců z PřF ne. Týpci jako Kvíta, Opatrný, Kubala, Ševčík a Lemr jsou kvalitní vědě pouze na závadu."
"2020/02/24 8:28:18 AM GMT+1","starší výzkumný pracovník/pracovnice (6 a více let od PhD)","PřF","muž","dostatečně","zběžně sleduji","z www stránek UP;z www stránek mé fakulty;z vnitřní platformy UP reflexe;z dŽurnálu;ze zpravodajských serverů","celé univerzity","nespokojen(a)","nemám utvořen vlastní názor","mám utvořen vlastní názor","málokdy vyjadřuji veřejně svůj názor","málokdy vyjadřuji veřejně svůj názor","bych se neobával(a) vyjádřit veřejně a podepsat se","bych se neobával(a) vyjádřit veřejně a podepsat se","určitě ano","pokládám za velký problém","pokládám za nepříliš dobře řešené","považuji za ne vždy korektní","nedovedu posoudit","nedovedu posoudit","bych spíše uvítal(a)","zaujaté","zaujaté","spíše netransparentní","za místo s problémy, které překračují hranici obvyklých problémů na instituci podobného typu","spíše nejsem pro vznik VŠÚ","rozhodně ano","nechtěl(a) vstoupit","z oficiálního e-mailu/stránky fakulty","ano","ano",""
"2020/02/24 8:28:23 AM GMT+1","starší výzkumný pracovník/pracovnice (6 a více let od PhD)","PřF","muž","nedostatečně","pravidelně sleduji","z www stránek UP;z www stránek mé fakulty;z vnitřní platformy UP reflexe;z dŽurnálu;z jiných médií","celé univerzity","nespokojen(a)","mám utvořen vlastní názor","mám utvořen vlastní názor","nevyjadřuji veřejně svůj názor","málokdy vyjadřuji veřejně svůj názor","bych se neobával(a) vyjádřit veřejně a podepsat se","bych se neobával(a) vyjádřit veřejně a podepsat se","určitě ano","pokládám za velký problém","pokládám za nepříliš dobře řešené","považuji za nekorektní","nepovažuji za účelové","nepovažuji za účelové","bych rozhodně uvítal(a)","zaujaté","zaujaté","rozhodně netransparentní","za místo s problémy, které překračují hranici obvyklých problémů na instituci podobného typu","rozhodně nejsem pro vznik VŠÚ","nevím / netýká se mne","nechtěl(a) vstoupit","z dŽurnálu","ano","ano","Vedení UP by mělo odstoupit"
"2020/02/24 8:32:21 AM GMT+1","administrativní/hospodářský/technický pracovník/pracovnice/manažer(ka)","PřF","žena","spíše dostatečně","pravidelně sleduji","z www stránek UP;ze sociálních sítí","celé univerzity","nespokojen(a)","mám utvořen vlastní názor","mám utvořen vlastní názor","občas vyjadřuji veřejně svůj názor","málokdy vyjadřuji veřejně svůj názor","bych váhal(a) vyjádřit veřejně a podepsat se","bych váhal(a) vyjádřit veřejně a podepsat se","určitě ano","pokládám za velký problém","pokládám za nepříliš dobře řešené","považuji za ne vždy korektní","z části účelové","z části účelové","bych rozhodně uvítal(a)","zaujaté","zaujaté","spíše netransparentní","za místo s problémy, které překračují hranici obvyklých problémů na instituci podobného typu","rozhodně nejsem pro vznik VŠÚ","rozhodně ne","možná vstoupil(a), ale ne za současných podmínek","od kolegy/ně;ze sociálních sítí","ano","spíše ne",""
"2020/02/24 8:32:33 AM GMT+1","starší výzkumný pracovník/pracovnice (6 a více let od PhD)","PřF","muž","spíše dostatečně","zběžně sleduji","z www stránek UP;z dŽurnálu","celé univerzity","nespokojen(a)","mám utvořen vlastní názor","mám utvořen vlastní názor","málokdy vyjadřuji veřejně svůj názor","málokdy vyjadřuji veřejně svůj názor","bych váhal(a) vyjádřit veřejně a podepsat se","bych váhal(a) vyjádřit veřejně a podepsat se","určitě ano","pokládám za velký problém","pokládám za nepříliš dobře řešené","považuji za ne vždy korektní","nepovažuji za účelové","nepovažuji za účelové","je spíše zbytečná","zaujaté","zaujaté","spíše netransparentní","za místo s problémy, které překračují hranici obvyklých problémů na instituci podobného typu","jsem pro vznik VŠÚ, ale po vyřešení některých důležitých otázek","nevím / netýká se mne","nevím, netýká se mne","z oficiálního e-mailu/stránky UP","spíše ano","ano",""
"2020/02/24 8:37:14 AM GMT+1","mladší výzkumný pracovník/pracovnice (do 5 let od PhD)","PřF","nechci sdělit","dostatečně","pravidelně sleduji","z Newsletteru UP","jen několika fakult","spokojen(a)","mám utvořen vlastní názor","mám utvořen vlastní názor","nevyjadřuji veřejně svůj názor","nevyjadřuji veřejně svůj názor","bych se neobával(a) vyjádřit veřejně a podepsat se","bych se neobával(a) vyjádřit veřejně a podepsat se","určitě ne","nepokládám za problém za hranicí obvyklých problémů na instituci podobného typu","pokládám za dobře řešené","považuji za ne vždy korektní","účelové","nepovažuji za účelové","je zcela zbytečná","korektní","korektní","rozhodně transparentní","za místo bez problémů","rozhodně jsem pro vznik VŠÚ","rozhodně ano","rozhodně chtěl(a) vstoupit","z UP reflexe","ne","ne","Tento pseudodotazník je pouze další snahou o manipulaci veřejného mínění ve prospěch prospěchářů jako jsou Opatrný, Kubala, Lemr, Kvíta, Botur a jejich přisluhovačů."
"2020/02/24 8:39:49 AM GMT+1","administrativní/hospodářský/technický pracovník/pracovnice/manažer(ka)","PřF","žena","spíše dostatečně","pravidelně sleduji","z vnitřní platformy UP reflexe;z dŽurnálu;ze sociálních sítí;ze zpravodajských serverů;ze serveru Věda a výzkum","celé univerzity","spíše spokojen(a)","mám utvořen vlastní názor","mám utvořen vlastní názor","nevyjadřuji veřejně svůj názor","nevyjadřuji veřejně svůj názor","bych se neobával(a) vyjádřit veřejně a podepsat se","bych vyjádřil(a) pouze anonymně","určitě ne","pokládám za nevelký problém","pokládám za dobře řešené","považuji za korektní","účelové","nepovažuji za účelové","bych spíše uvítal(a)","zaujaté","zaujaté","spíše netransparentní","za místo s problémy, které překračují hranici obvyklých problémů na instituci podobného typu","rozhodně jsem pro vznik VŠÚ","spíše ano","spíše chtěl(a) vstoupit","z UP reflexe","je mi to jedno","ano",""
"2020/02/24 8:40:08 AM GMT+1","Mgr student(ka)","FTK;PF","nechci sdělit","dostatečně","pravidelně sleduji","z www stránek UP","jen několika fakult","spokojen(a)","mám utvořen vlastní názor","mám utvořen vlastní názor","nevyjadřuji veřejně svůj názor","nevyjadřuji veřejně svůj názor","bych se neobával(a) vyjádřit veřejně a podepsat se","bych se neobával(a) vyjádřit veřejně a podepsat se","určitě ne","nepokládám za problém za hranicí obvyklých problémů na instituci podobného typu","pokládám za dobře řešené","považuji za korektní","účelové","nepovažuji za účelové","je zcela zbytečná","korektní","korektní","rozhodně transparentní","za místo bez problémů","rozhodně jsem pro vznik VŠÚ","rozhodně ano","rozhodně chtěl(a) vstoupit","z UP reflexe","ne","ne","Nepodněcujte další nenávist! Ukončete veřejnou dehonestaci UP!"
"2020/02/24 8:42:37 AM GMT+1","mladší výzkumný pracovník/pracovnice (do 5 let od PhD)","FZV","nechci sdělit","dostatečně","zběžně sleduji","z www stránek UP;z Newsletteru UP;z vnitřní platformy UP reflexe;z dŽurnálu;ze zpravodajských serverů;ze serveru Věda a výzkum","celé univerzity","spíše nespokojen(a)","mám utvořen vlastní názor","mám utvořen vlastní názor","nevyjadřuji veřejně svůj názor","málokdy vyjadřuji veřejně svůj názor","bych se neobával(a) vyjádřit veřejně a podepsat se","bych se neobával(a) vyjádřit veřejně a podepsat se","spíše ne","pokládám za velký problém","pokládám za nepříliš dobře řešené","považuji za ne vždy korektní","z části účelové","z části účelové","nemám vyhraněný názor","Postoje a postup vedení PřF v řešení vzniku VŠÚ považuji za nekorektní","nedovedu posoudit","spíše transparentní","za místo s jistými problémy, které však nepřekračují hranici obvyklých problémů na instituci podobného typu","jsem pro vznik VŠÚ, ale po vyřešení některých důležitých otázek","nevím / netýká se mne","nevím, netýká se mne","z dŽurnálu","ne","ne","Jednání některých členů PřF považuji za velmi nevhodné, konfliktní a univerzitního prostředí nedůstojné."
"2020/02/24 8:57:25 AM GMT+1","starší výzkumný pracovník/pracovnice (6 a více let od PhD)","LF","muž","nedostatečně","pravidelně sleduji","z dŽurnálu;ze zpravodajských serverů;ze serveru Věda a výzkum","celé univerzity","nespokojen(a)","mám utvořen vlastní názor","mám utvořen vlastní názor","málokdy vyjadřuji veřejně svůj názor","málokdy vyjadřuji veřejně svůj názor","bych váhal(a) vyjádřit veřejně a podepsat se","bych váhal(a) vyjádřit veřejně a podepsat se","určitě ano","pokládám za velký problém","pokládám za nepříliš dobře řešené","považuji za nekorektní","nepovažuji za účelové","nepovažuji za účelové","bych rozhodně uvítal(a)","zaujaté","zaujaté","rozhodně netransparentní","za místo s problémy, které překračují hranici obvyklých problémů na instituci podobného typu","jsem pro vznik VŠÚ, ale po vyřešení některých důležitých otázek","nevím / netýká se mne","možná vstoupil(a), ale ne za současných podmínek","z dŽurnálu","ano","ano",""
"2020/02/24 8:59:45 AM GMT+1","administrativní/hospodářský/technický pracovník/pracovnice/manažer(ka)","LF","žena","spíše dostatečně","nezajímá mne","z www stránek UP;z Newsletteru UP;z www stránek mé fakulty","celé univerzity","nemám jasný názor","nemám utvořen vlastní názor","názor si neustále tvořím","nevyjadřuji veřejně svůj názor","nevyjadřuji veřejně svůj názor","bych se neobával(a) vyjádřit veřejně a podepsat se","bych se neobával(a) vyjádřit veřejně a podepsat se","spíše ano","pokládám za velký problém","nevím, o co jde / nesleduji","nevím, o co jde / nesleduji","nedovedu posoudit","nedovedu posoudit","bych spíše uvítal(a)","nedovedu posoudit","nedovedu posoudit","nedovedu posoudit","za místo s jistými problémy, které však nepřekračují hranici obvyklých problémů na instituci podobného typu","nemám jasný názor","nevím / netýká se mne","nevím, netýká se mne","ze sociálních sítí","spíše ano","spíše ano",""
"2020/02/24 9:02:45 AM GMT+1","starší výzkumný pracovník/pracovnice (6 a více let od PhD)","PřF","muž","spíše nedostatečně","zběžně sleduji","z jiných médií","celé univerzity","nespokojen(a)","mám utvořen vlastní názor","mám utvořen vlastní názor","málokdy vyjadřuji veřejně svůj názor","málokdy vyjadřuji veřejně svůj názor","bych váhal(a) vyjádřit veřejně a podepsat se","bych váhal(a) vyjádřit veřejně a podepsat se","určitě ano","pokládám za velký problém","pokládám za nepříliš dobře řešené","považuji za nekorektní","nepovažuji za účelové","nepovažuji za účelové","je zcela zbytečná","zaujaté","zaujaté","spíše netransparentní","za místo s problémy, které překračují hranici obvyklých problémů na instituci podobného typu","jsem pro vznik VŠÚ, ale po vyřešení některých důležitých otázek","rozhodně ano","možná vstoupil(a), ale ne za současných podmínek","od kolegy/ně","je mi to jedno","je mi to jedno","Lituji dne, kdy jsem opustil dobré zaměstnání a nastoupil na UP. Už tomu bude čtyřicet let, takže jistě pochopíte, i když je určitě dosti smutné, že mi celá UP může tak akorát políbit prdel... 
Domníváte se, že tímto dotazníkem něco vyřešíte? Nabízí je odpověď, že spíše ne."
